sentence,index,review_action,fine_review_action,aspect,target
"You should use an existing ES implementation (e.g., from some well-known package) instead of a naive implementation, and as additional baseline also CMA-ES.",,arg_request,arg-request_edit,asp_soundness-correctness,1
If you can also compare against one or two algorithms of your choice from the recent literature it would also give more value to the comparison.,,arg_request,arg-request_experiment,asp_meaningful-comparison,2
This statement is ambiguous and potentially unsupported by evidence. how do you define complex? that can or that did discover?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"What is the point that you are trying to make? Also, note that some of the algorithms that you are citing there have indeed applied beyond architecture search, eg. Bayesian optimization is used for gait optimization in robotics, and Genetic algorithms have been used for automatic robot design.",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"- Sec 2.2: ""(GNNs) are very effective"" effective at what? what is the metric that you consider?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"- Sec 3 ""(PS), where weights are reused"" can you already go into more details or refer to later sections?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"- ""to speed up and trade off between evaluating fitness and evolving new species"" Unclear sentence. speed up what",,arg_request,arg-request_clarification,asp_clarity,4
- Sec 3.4 can you recap all the parameters after eq.11? going through Sec 3.2 and 2.2 to find them is quite annoying.,,arg_request,arg-request_clarification,asp_clarity,4
"- Providing the same computational budget seem rather arbitrary at the moment, and it heavily depends from implementation. How many evaluations do you perform for each method? why not having the same budget of experiments?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
Attacking CRBMs is highly relevant and should be included as a baseline.,,arg_request,arg-request_result,asp_meaningful-comparison,5
Authors should clarify the justification behind experimenting only on 'first 500 test images'.,,arg_request,arg-request_clarification,asp_clarity,4
Including at least one set of black box attacks is necessary to verify to what degree the vanishing gradient is the case here.,,arg_request,arg-request_experiment,asp_substance,2
- What are the motivations to use Frank-Wolfe ? Usually this algorithm is used when the constraints are to complicated to have a tractable projection (which is not the case for the L_2 and L_\infty balls) or when one wants to have sparse iterates which do not seem to be the case here.,,arg_request,arg-request_explanation,asp_soundness-correctness,0
- Consequently why did not you compare simple projected gradient method ?,,arg_request,arg-request_experiment,asp_substance,2
- What is the difference between the result of Theorem 4.3 and the result from (Lacoste-Julien 2016)?,,arg_request,arg-request_explanation,asp_substance,0
",  case assumption 4.5 do not make any sense since $y = y_{tar}$ (we just need to note $\|\nabla f(O,y_{tar})\| = C_g$) and some notation could be simplified setting for instance $f(x,y_{tar})  = f(x)$.",,arg_request,arg-request_edit,asp_clarity,1
- Sec 3.1 theta_i -> x_i,,arg_request,arg-request_edit,asp_soundness-correctness,1
"Beyond this simplification, I am not clear if that is actually intended by the authors.",,arg_request,arg-request_clarification,asp_substance,4
The authors explain how they trained their own model but there is no mention on how they trained benchmark models.,,arg_request,arg-request_clarification,asp_substance,4
"However, given that the datasets used in the experiments were not used in the associated benchmark papers, it is necessary for authors to explain how they trained competing models.",,arg_request,arg-request_explanation,asp_substance,0
"Without a proper comparison (formal and experimental) with these lines of work, the paper is incomplete.",,arg_request,arg-request_experiment,asp_meaningful-comparison,2
"But I assume it is very cheap compared to training e.g. the ResNet, correct?",,arg_request,arg-request_clarification,asp_clarity,4
"I also did not find an explanation of which version backward/forward losses [Patrini et al. 17] is used in the experiments: are the noise transition matrices estimated on the data or assumed to be known (for fair comparison, I would do the former).",,arg_request,arg-request_clarification,asp_clarity,4
A missing empirical analysis is on class-conditional noise (see for example Patrini et al. 17 for a definition).,,arg_request,arg-request_experiment,asp_substance,2
An additional column on the table showing that the algorithm can also work in this case would improve the confidence that the proposed method is useful in practice.,,arg_request,arg-request_result,asp_clarity,5
A proper baseline should have been compared.,,arg_request,arg-request_experiment,asp_meaningful-comparison,2
"One more unclear but important point: is Table 3 obtained by white-box attacks on the Resnet/Denset but oblivious of the MCD? Is so, I don’t think such an experiment tells the whole story: as the the MCD would arguably also be deployed for classification, the attacker would also target it.",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"I don’t follow this argument: this is just part of the classifier. White box attacks are by definition performed with the knowledge of the model, what",,arg_request,arg-request_explanation,asp_soundness-correctness,0
a) Why not try to do this with Variational inference? It should conceptually still work and be fast and potentially more robust.,,arg_request,arg-request_explanation,asp_substance,0
Do the authors think that ultimately learning priors with models like GraphRNN might be more promising for certain applications?,,arg_request,arg-request_explanation,asp_substance,0
A more predictive generative model that makes less hard assumptions on graph data would be interesting.,,arg_request,arg-request_experiment,asp_substance,2
