text,index,review_action,target
Comments / Questions,,arg_structuring,0
"It seems to me that for completeness, Table 4 should include the result of training a supervised network on top of random conv1/2 and Scattering network features, because this experiment is actually testing what we want - performance of the features when fine-tuned for a downstream task.",,arg_request,1
"So for example, even if a linear classifier on top of Scattering features does poorly, if downstream fine-tuning results in the same performance as another pre-training method, then Scattering is a perfectly fine approach for initial features.",,arg_request,1
Could the authors please either correct this logic or provide the experiments?,,arg_social,0
"Further, it seems that the results in Table 4 might be a bit obscured by the size of the downstream task dataset.",,arg_evaluative,0
I wonder if the learned features require fewer fully supervised images to obtain the same performance on the downstream task?,,arg_request,1
Can the authors clarify how the neural style transfer experiment is performed?,,arg_request,1
"The method from Gatys et al. requires features from different layers of the feature hierarchy, including deeper layers.",,arg_fact,0
Are all these features taken directly from the self-supervised network or is it fine-tuned in some way?,,arg_request,1
"While I appreciate the computational burden of testing more images, it does feel that Image A and B are quite cherry-picked in being very visually diverse.",,arg_evaluative,0
"Because of this, it seems like a precise answer to what makes a good single training image remains unknown.",,arg_evaluative,0
I wonder how feasible it is to find a proxy metric that corresponds to the performance on downstream tasks which is expensive to compute.,,arg_request,1
It might be interesting to try to generate synthetic images (or modify real ones) that are good for this purpose and observe their properties.,,arg_request,1
"I disagree with the claim of practicality in the introduction (page 2, top).",,arg_evaluative,0
"While training on one image does reduce the burden of number of images, the computational burden remains the same. And as mentioned above, it doesn’t seem likely that *any* image would work for this method.",,arg_evaluative,0
"Finally, more images are needed to learn the deeper layers for the downstream task anyway.",,arg_evaluative,0
The paper is well-written and clear.,,arg_evaluative,0
*** Increased to weak accept after discussion of merits of ME bias was improved in the paper ***,,arg_fact,0
"This paper investigates whether neural networks exhibit a ‘mutual exclusivity (ME) bias’, whereby novel inputs tend to be associated with previously unseen outputs, an inductive bias that is cited to be present in children when learning to associate new words and objects.",,arg_structuring,0
"Via three different sets of experiments, the authors conclude that, under standard training procedures, neural networks in fact display an anti-ME bias: when faced with a novel input, they tend to assign less probability mass to unobserved outputs than is justified by the incoming data.",,none,0
The authors go on to argue that explicitly designing neural networks to reason by mutual exclusivity could lead to faster and more flexible learning.,,arg_structuring,0
"While the experiments across several domains convincingly show the presence of an anti-ME bias in neural network training, I recommend that the paper be rejected because it falls short in demonstrating to what extent performance could be improved by correcting or reversing this bias.",,arg_evaluative,0
"The authors pose an interesting hypothesis, but it would gain a lot of credibility if they could provide an empirical analysis of an algorithm that uses ME reasoning to improve learning in a realistic setting or if they could at least perform some quantitative analysis of the effects of ME bias on task performance for a toy example.",,arg_evaluative,0
Comments / questions:,,arg_structuring,0
"* The authors duly acknowledge that ME bias is not necessarily desirable in all circumstances, namely in tasks that feature many-to-one mappings, citing polysemy and synonymy in machine translation as examples.",,arg_evaluative,0
"Without an empirical example in a realistic setting, it is hard to judge whether the benefits of introducing an ME bias for better classification of new inputs belonging to new classes can outweigh the negatives via a potential increase in misclassification of those belonging to old classes.",,arg_evaluative,0
"* For the synthetic dataset one-to-one mapping of one-hot vectors it is clear that an ME bias would incur an advantage for classification on a zero-shot basis, i.e. an increased an accuracy for the first time a new input is observed. Is ME bias considered to be useful here because (i) we care directly about improving this type of zero-shot classification, or is it (ii) because it's implicitly assumed that a better initial prediction will lead to faster learning on these examples?",,arg_request,1
